device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status;hour
218359;13/08/2024 04:51:33;13/08/2024 04:51:33;warn_msg;38.3819321;-2.6979675;13/08/2024 04:53:57;;;;13/08/2024 04:00:00
218359;13/08/2024 04:53:57;13/08/2024 04:53:57;poll_msg;38.3819911;-2.6979149;13/08/2024 05:00:52;;;;13/08/2024 04:00:00
218387;13/08/2024 04:07:23;13/08/2024 04:15:08;poll_msg;38.3819876;-2.6978494;13/08/2024 04:07:23;;;;13/08/2024 04:00:00
218387;13/08/2024 04:07:23;13/08/2024 04:15:22;poll_msg;38.3819876;-2.6978494;13/08/2024 04:07:23;;;;13/08/2024 04:00:00
218387;13/08/2024 04:07:23;13/08/2024 04:30:01;poll_msg;38.3819876;-2.6978494;13/08/2024 04:07:23;;;;13/08/2024 04:00:00
218387;13/08/2024 04:07:23;13/08/2024 04:45:02;poll_msg;38.3819876;-2.6978494;13/08/2024 04:59:47;;;;13/08/2024 04:00:00
218387;13/08/2024 04:59:47;13/08/2024 05:00:01;poll_msg;38.3821724;-2.6978479;13/08/2024 05:15:02;;;;13/08/2024 04:00:00
218390;13/08/2024 04:31:17;13/08/2024 04:44:08;poll_msg;38.3820776;-2.6979158;13/08/2024 04:58:02;;;;13/08/2024 04:00:00
218390;13/08/2024 04:58:02;13/08/2024 04:59:08;poll_msg;38.3821015;-2.6978989;13/08/2024 05:14:07;;;;13/08/2024 04:00:00
218462;13/08/2024 04:04:31;13/08/2024 04:12:35;poll_msg;38.3820098;-2.697984;13/08/2024 04:21:07;;;;13/08/2024 04:00:00
218462;13/08/2024 04:21:07;13/08/2024 04:27:35;poll_msg;38.382026;-2.6979507;13/08/2024 04:21:07;;;;13/08/2024 04:00:00
218462;13/08/2024 04:21:07;13/08/2024 04:42:35;poll_msg;38.382026;-2.6979507;13/08/2024 04:54:13;;;;13/08/2024 04:00:00
218462;13/08/2024 04:54:13;13/08/2024 04:57:35;poll_msg;38.3820508;-2.6979937;13/08/2024 05:12:32;;;;13/08/2024 04:00:00
218960;13/08/2024 04:05:42;13/08/2024 04:16:25;poll_msg;38.382086;-2.6979745;13/08/2024 04:05:42;;;;13/08/2024 04:00:00
218960;13/08/2024 04:05:42;13/08/2024 04:31:24;poll_msg;38.382086;-2.6979745;13/08/2024 04:05:42;;;;13/08/2024 04:00:00
218960;13/08/2024 04:05:42;13/08/2024 04:46:23;poll_msg;38.382086;-2.6979745;13/08/2024 05:00:12;;;;13/08/2024 04:00:00
218966;13/08/2024 04:29:03;13/08/2024 04:29:03;poll_msg;38.3820545;-2.697992;13/08/2024 04:30:05;;;;13/08/2024 04:00:00
218966;13/08/2024 04:30:05;13/08/2024 04:44:03;poll_msg;38.3820387;-2.6979823;13/08/2024 04:51:17;;;;13/08/2024 04:00:00
218966;13/08/2024 04:51:17;13/08/2024 04:59:03;poll_msg;38.3820726;-2.6979784;13/08/2024 05:14:02;;;;13/08/2024 04:00:00
218994;13/08/2024 04:21:45;13/08/2024 04:30:53;poll_msg;38.3820134;-2.6979609;13/08/2024 04:21:45;;;;13/08/2024 04:00:00
218994;13/08/2024 04:21:45;13/08/2024 04:45:53;poll_msg;38.3820134;-2.6979609;13/08/2024 04:21:45;;;;13/08/2024 04:00:00
218994;13/08/2024 04:21:45;13/08/2024 05:00:53;poll_msg;38.3820134;-2.6979609;13/08/2024 05:15:52;;;;13/08/2024 04:00:00
229107;13/08/2024 04:29:00;13/08/2024 04:30:00;poll_msg;38.382005;-2.6979923;13/08/2024 04:33:00;;;;13/08/2024 04:00:00
229107;13/08/2024 04:33:00;13/08/2024 04:45:00;poll_msg;38.3820059;-2.6980059;13/08/2024 04:59:00;;;;13/08/2024 04:00:00
229107;13/08/2024 04:59:00;13/08/2024 05:00:00;poll_msg;38.3820625;-2.6979522;13/08/2024 05:15:00;;;;13/08/2024 04:00:00
229111;13/08/2024 04:52:00;13/08/2024 04:58:00;poll_msg;38.3820361;-2.6979639;13/08/2024 05:13:00;;;;13/08/2024 04:00:00
229116;13/08/2024 04:21:00;13/08/2024 04:29:00;poll_msg;38.3820212;-2.697934;13/08/2024 04:21:00;;;;13/08/2024 04:00:00
229116;13/08/2024 04:21:00;13/08/2024 04:44:00;poll_msg;38.3820212;-2.697934;13/08/2024 04:21:00;;;;13/08/2024 04:00:00
229116;13/08/2024 04:21:00;13/08/2024 04:59:00;poll_msg;38.3820212;-2.697934;13/08/2024 05:14:00;;;;13/08/2024 04:00:00
229130;13/08/2024 04:08:24;13/08/2024 04:15:08;poll_msg;38.3820291;-2.6980023;13/08/2024 04:08:24;;;;13/08/2024 04:00:00
229130;13/08/2024 04:08:24;13/08/2024 04:30:08;poll_msg;38.3820291;-2.6980023;13/08/2024 04:08:24;;;;13/08/2024 04:00:00
229130;13/08/2024 04:08:24;13/08/2024 04:45:08;poll_msg;38.3820291;-2.6980023;13/08/2024 04:56:29;;;;13/08/2024 04:00:00
229130;13/08/2024 04:56:29;13/08/2024 04:56:29;warn_msg;38.3819032;-2.6981649;13/08/2024 04:56:56;;;;13/08/2024 04:00:00
229130;13/08/2024 04:56:56;13/08/2024 04:56:56;warn_msg;38.3819229;-2.6981287;13/08/2024 04:57:03;;;;13/08/2024 04:00:00
229130;13/08/2024 04:57:03;13/08/2024 04:57:03;warn_msg;38.3819334;-2.6981091;13/08/2024 04:57:58;;;;13/08/2024 04:00:00
229130;13/08/2024 04:57:58;13/08/2024 04:57:58;warn_msg;38.3818865;-2.6981047;13/08/2024 05:00:07;;;;13/08/2024 04:00:00
229181;13/08/2024 04:14:00;13/08/2024 04:14:00;poll_msg;38.3820226;-2.6979745;13/08/2024 04:19:00;;;;13/08/2024 04:00:00
229181;13/08/2024 04:19:00;13/08/2024 04:29:00;poll_msg;38.3820453;-2.6978878;13/08/2024 04:44:00;;;;13/08/2024 04:00:00
229181;13/08/2024 04:44:00;13/08/2024 04:44:00;poll_msg;38.3820262;-2.6980356;13/08/2024 04:59:00;;;;13/08/2024 04:00:00
229181;13/08/2024 04:59:00;13/08/2024 04:59:00;poll_msg;38.3821262;-2.697869;13/08/2024 05:14:00;;;;13/08/2024 04:00:00
229198;13/08/2024 04:14:00;13/08/2024 04:14:00;poll_msg;38.3819636;-2.6979219;13/08/2024 04:15:00;;;;13/08/2024 04:00:00
229198;13/08/2024 04:15:00;13/08/2024 04:29:00;poll_msg;38.3819761;-2.6979281;13/08/2024 04:38:00;;;;13/08/2024 04:00:00
229198;13/08/2024 04:38:00;13/08/2024 04:44:00;poll_msg;38.3819737;-2.6979551;13/08/2024 05:00:00;;;;13/08/2024 04:00:00
229236;13/08/2024 04:56:22;13/08/2024 04:56:24;poll_msg;38.382109;-2.6979111;13/08/2024 05:11:22;;;;13/08/2024 04:00:00
229327;13/08/2024 04:17:00;13/08/2024 04:27:00;poll_msg;38.3820065;-2.6979488;13/08/2024 04:38:00;;;;13/08/2024 04:00:00
229327;13/08/2024 04:38:00;13/08/2024 04:42:00;poll_msg;38.381975;-2.6979903;13/08/2024 04:56:00;;;;13/08/2024 04:00:00
229327;13/08/2024 04:56:00;13/08/2024 04:57:00;poll_msg;38.3820322;-2.6980076;13/08/2024 05:12:00;;;;13/08/2024 04:00:00
229344;13/08/2024 04:00:00;13/08/2024 04:12:00;poll_msg;38.382016;-2.6979351;13/08/2024 04:00:00;;;;13/08/2024 04:00:00
229344;13/08/2024 04:00:00;13/08/2024 04:27:00;poll_msg;38.382016;-2.6979351;13/08/2024 04:00:00;;;;13/08/2024 04:00:00
229344;13/08/2024 04:00:00;13/08/2024 04:42:00;poll_msg;38.382016;-2.6979351;13/08/2024 04:00:00;;;;13/08/2024 04:00:00
229344;13/08/2024 04:00:00;13/08/2024 04:57:00;poll_msg;38.382016;-2.6979351;13/08/2024 05:12:00;;;;13/08/2024 04:00:00
246050;13/08/2024 04:20:00;13/08/2024 04:31:00;poll_msg;38.3820285;-2.6979125;13/08/2024 04:20:00;;;;13/08/2024 04:00:00
246050;13/08/2024 04:20:00;13/08/2024 04:46:00;poll_msg;38.3820285;-2.6979125;13/08/2024 04:56:00;;;;13/08/2024 04:00:00
246050;13/08/2024 04:56:00;13/08/2024 05:01:00;poll_msg;38.3820534;-2.6979047;13/08/2024 05:16:00;;;;13/08/2024 04:00:00
246064;13/08/2024 04:05:00;13/08/2024 04:16:00;poll_msg;38.3820725;-2.6978885;13/08/2024 04:05:00;;;;13/08/2024 04:00:00
246064;13/08/2024 04:05:00;13/08/2024 04:31:00;poll_msg;38.3820725;-2.6978885;13/08/2024 04:05:00;;;;13/08/2024 04:00:00
246064;13/08/2024 04:05:00;13/08/2024 04:46:00;poll_msg;38.3820725;-2.6978885;13/08/2024 04:05:00;;;;13/08/2024 04:00:00
246064;13/08/2024 04:05:00;13/08/2024 05:01:00;poll_msg;38.3820725;-2.6978885;13/08/2024 05:16:00;;;;13/08/2024 04:00:00
