device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status;hour
218359;13/08/2024 14:08:57;13/08/2024 14:08:57;poll_msg;38.3830451;-2.6977539;13/08/2024 14:18:37;;;;13/08/2024 14:00:00
218359;13/08/2024 14:18:37;13/08/2024 14:23:57;poll_msg;38.3831275;-2.6979241;13/08/2024 14:38:57;;;;13/08/2024 14:00:00
218359;13/08/2024 14:38:57;13/08/2024 14:38:57;poll_msg;38.3830614;-2.698366;13/08/2024 14:53:57;;;;13/08/2024 14:00:00
218359;13/08/2024 14:53:57;13/08/2024 14:53:57;poll_msg;38.3832689;-2.698078;13/08/2024 15:08:57;;;;13/08/2024 14:00:00
218387;13/08/2024 14:30:27;13/08/2024 14:30:29;poll_msg;38.3830373;-2.6982645;13/08/2024 15:00:06;;;;13/08/2024 14:00:00
218390;13/08/2024 14:14:12;13/08/2024 14:14:15;poll_msg;38.3830309;-2.6981565;13/08/2024 14:29:12;;;;13/08/2024 14:00:00
218390;13/08/2024 14:29:12;13/08/2024 14:29:14;poll_msg;38.383275;-2.6982464;13/08/2024 14:44:12;;;;13/08/2024 14:00:00
218390;13/08/2024 14:44:12;13/08/2024 14:44:14;poll_msg;38.3831409;-2.698341;13/08/2024 15:29:27;;;;13/08/2024 14:00:00
218462;13/08/2024 14:12:32;13/08/2024 14:12:35;poll_msg;38.3829286;-2.6977377;13/08/2024 14:27:35;;;;13/08/2024 14:00:00
218462;13/08/2024 14:27:35;13/08/2024 14:27:35;poll_msg;38.3831269;-2.6984108;13/08/2024 14:42:36;;;;13/08/2024 14:00:00
218462;13/08/2024 14:42:36;13/08/2024 14:42:36;poll_msg;38.3832218;-2.6984275;13/08/2024 14:57:35;;;;13/08/2024 14:00:00
218462;13/08/2024 14:57:35;13/08/2024 14:57:35;poll_msg;38.3832205;-2.6983567;13/08/2024 15:12:35;;;;13/08/2024 14:00:00
218960;13/08/2024 14:01:22;13/08/2024 14:01:25;poll_msg;38.3829692;-2.6976699;13/08/2024 14:42:17;;;;13/08/2024 14:00:00
218960;13/08/2024 14:42:17;13/08/2024 14:46:34;poll_msg;38.3828611;-2.6980199;13/08/2024 15:01:27;;;;13/08/2024 14:00:00
218966;13/08/2024 14:14:02;13/08/2024 14:14:03;poll_msg;38.3831114;-2.6981312;13/08/2024 14:29:02;;;;13/08/2024 14:00:00
218966;13/08/2024 14:29:02;13/08/2024 14:29:03;poll_msg;38.3828577;-2.6985751;13/08/2024 14:44:03;;;;13/08/2024 14:00:00
218966;13/08/2024 14:44:03;13/08/2024 14:44:03;poll_msg;38.383037;-2.6985413;13/08/2024 14:59:02;;;;13/08/2024 14:00:00
218966;13/08/2024 14:59:02;13/08/2024 14:59:03;poll_msg;38.3827314;-2.6982606;13/08/2024 15:14:02;;;;13/08/2024 14:00:00
218985;13/08/2024 14:00:07;13/08/2024 14:00:11;poll_msg;38.3822686;-2.6983946;13/08/2024 14:15:07;;;;13/08/2024 14:00:00
218985;13/08/2024 14:15:07;13/08/2024 14:15:11;poll_msg;38.3831195;-2.6979695;13/08/2024 14:30:11;;;;13/08/2024 14:00:00
218985;13/08/2024 14:30:11;13/08/2024 14:30:11;poll_msg;38.3830914;-2.6984172;13/08/2024 14:45:07;;;;13/08/2024 14:00:00
218985;13/08/2024 14:45:07;13/08/2024 14:45:11;poll_msg;38.3831069;-2.6982242;13/08/2024 15:00:11;;;;13/08/2024 14:00:00
218994;13/08/2024 14:00:52;13/08/2024 14:00:53;poll_msg;38.3823558;-2.6984726;13/08/2024 14:09:55;;;;13/08/2024 14:00:00
218994;13/08/2024 14:09:55;13/08/2024 14:09:55;warn_msg;38.3828844;-2.6974942;13/08/2024 14:15:52;;;;13/08/2024 14:00:00
218994;13/08/2024 14:15:52;13/08/2024 14:15:52;poll_msg;38.3830227;-2.6977233;13/08/2024 14:20:12;;;;13/08/2024 14:00:00
218994;13/08/2024 14:20:12;13/08/2024 14:30:53;poll_msg;38.3831091;-2.6977082;13/08/2024 14:35:07;;;;13/08/2024 14:00:00
218994;13/08/2024 14:35:07;13/08/2024 14:45:53;poll_msg;38.3830737;-2.6975993;13/08/2024 15:00:52;;;;13/08/2024 14:00:00
229107;13/08/2024 14:00:00;13/08/2024 14:00:00;poll_msg;38.3822726;-2.6984448;13/08/2024 14:14:00;;;;13/08/2024 14:00:00
229107;13/08/2024 14:14:00;13/08/2024 14:15:00;poll_msg;38.3832759;-2.6975129;13/08/2024 14:30:00;;;;13/08/2024 14:00:00
229107;13/08/2024 14:30:00;13/08/2024 14:30:00;poll_msg;38.3829561;-2.6978855;13/08/2024 14:45:00;;;;13/08/2024 14:00:00
229107;13/08/2024 14:45:00;13/08/2024 14:45:00;poll_msg;38.3831755;-2.6983657;13/08/2024 15:01:00;;;;13/08/2024 14:00:00
229111;13/08/2024 14:12:00;13/08/2024 14:13:00;poll_msg;38.3829799;-2.697619;13/08/2024 14:28:00;;;;13/08/2024 14:00:00
229111;13/08/2024 14:28:00;13/08/2024 14:28:00;poll_msg;38.3831084;-2.6982082;13/08/2024 14:43:00;;;;13/08/2024 14:00:00
229111;13/08/2024 14:43:00;13/08/2024 14:43:00;poll_msg;38.3830672;-2.6982088;13/08/2024 14:58:00;;;;13/08/2024 14:00:00
229111;13/08/2024 14:58:00;13/08/2024 14:58:00;poll_msg;38.3832828;-2.6981757;13/08/2024 15:11:00;;;;13/08/2024 14:00:00
229116;13/08/2024 14:14:00;13/08/2024 14:14:00;poll_msg;38.3830984;-2.6976447;13/08/2024 14:19:00;;;;13/08/2024 14:00:00
229116;13/08/2024 14:19:00;13/08/2024 14:30:00;poll_msg;38.3830606;-2.6976739;13/08/2024 14:19:00;;;;13/08/2024 14:00:00
229116;13/08/2024 14:19:00;13/08/2024 14:45:00;poll_msg;38.3830606;-2.6976739;13/08/2024 14:59:00;;;;13/08/2024 14:00:00
229116;13/08/2024 14:59:00;13/08/2024 14:59:00;poll_msg;38.3829069;-2.6982189;13/08/2024 15:14:00;;;;13/08/2024 14:00:00
229130;13/08/2024 14:00:07;13/08/2024 14:00:08;poll_msg;38.3821865;-2.6983373;13/08/2024 14:15:07;;;;13/08/2024 14:00:00
229130;13/08/2024 14:15:07;13/08/2024 14:15:08;poll_msg;38.3831975;-2.6978901;13/08/2024 14:27:47;;;;13/08/2024 14:00:00
229130;13/08/2024 14:27:47;13/08/2024 14:30:08;poll_msg;38.3831203;-2.6981301;13/08/2024 14:27:47;;;;13/08/2024 14:00:00
229130;13/08/2024 14:27:47;13/08/2024 14:45:08;poll_msg;38.3831203;-2.6981301;13/08/2024 15:00:08;;;;13/08/2024 14:00:00
229175;13/08/2024 14:01:00;13/08/2024 14:01:00;poll_msg;38.382516;-2.6985078;13/08/2024 14:16:00;;;;13/08/2024 14:00:00
229175;13/08/2024 14:16:00;13/08/2024 14:16:00;poll_msg;38.3831768;-2.6980433;13/08/2024 14:31:00;;;;13/08/2024 14:00:00
229175;13/08/2024 14:31:00;13/08/2024 14:31:00;poll_msg;38.3828628;-2.6985739;13/08/2024 14:46:00;;;;13/08/2024 14:00:00
229175;13/08/2024 14:46:00;13/08/2024 14:46:00;poll_msg;38.3828703;-2.6985968;13/08/2024 15:01:00;;;;13/08/2024 14:00:00
229181;13/08/2024 14:14:00;13/08/2024 14:14:00;poll_msg;38.3831074;-2.6978289;13/08/2024 14:29:00;;;;13/08/2024 14:00:00
229181;13/08/2024 14:29:00;13/08/2024 14:29:00;poll_msg;38.3831029;-2.6984533;13/08/2024 14:32:00;;;;13/08/2024 14:00:00
229181;13/08/2024 14:32:00;13/08/2024 14:32:00;warn_msg;38.3830234;-2.6985551;13/08/2024 14:44:00;;;;13/08/2024 14:00:00
229181;13/08/2024 14:44:00;13/08/2024 14:44:00;poll_msg;38.3830809;-2.6984507;13/08/2024 14:59:00;;;;13/08/2024 14:00:00
229181;13/08/2024 14:59:00;13/08/2024 14:59:00;poll_msg;38.3831585;-2.6983681;13/08/2024 14:59:00;;;;13/08/2024 14:00:00
