device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status;hour
218359;18/09/2024 08:08:12;18/09/2024 08:08:12;poll_msg;38.3825271;-2.6979461;18/09/2024 08:23:12;;;;18/09/2024 08:00:00
218359;18/09/2024 08:23:12;18/09/2024 08:23:12;poll_msg;38.3819625;-2.698464;18/09/2024 08:38:12;;;;18/09/2024 08:00:00
218359;18/09/2024 08:38:12;18/09/2024 08:38:12;poll_msg;38.38187;-2.6983221;18/09/2024 08:38:22;;;;18/09/2024 08:00:00
218359;18/09/2024 08:38:22;18/09/2024 08:38:26;poll_msg;38.3818649;-2.698289;18/09/2024 08:53:02;;;;18/09/2024 08:00:00
218359;18/09/2024 08:53:02;18/09/2024 08:53:05;poll_msg;38.3818557;-2.69845;18/09/2024 09:08:02;;;;18/09/2024 08:00:00
218387;18/09/2024 08:14:37;18/09/2024 08:14:38;poll_msg;38.3818181;-2.6984158;18/09/2024 08:29:37;;;;18/09/2024 08:00:00
218387;18/09/2024 08:29:37;18/09/2024 08:29:38;poll_msg;38.3818226;-2.6983315;18/09/2024 08:44:37;;;;18/09/2024 08:00:00
218387;18/09/2024 08:44:37;18/09/2024 08:44:38;poll_msg;38.3819674;-2.698424;18/09/2024 08:59:37;;;;18/09/2024 08:00:00
218387;18/09/2024 08:59:37;18/09/2024 08:59:38;poll_msg;38.381883;-2.6983664;18/09/2024 09:14:37;;;;18/09/2024 08:00:00
218390;18/09/2024 08:13:42;18/09/2024 08:13:44;poll_msg;38.3819154;-2.698342;18/09/2024 08:28:42;;;;18/09/2024 08:00:00
218390;18/09/2024 08:28:42;18/09/2024 08:28:44;poll_msg;38.3818426;-2.6984163;18/09/2024 08:43:42;;;;18/09/2024 08:00:00
218390;18/09/2024 08:43:42;18/09/2024 08:43:44;poll_msg;38.3817959;-2.6983005;18/09/2024 08:58:42;;;;18/09/2024 08:00:00
218390;18/09/2024 08:58:42;18/09/2024 08:58:44;poll_msg;38.3818041;-2.6984573;18/09/2024 09:12:47;;;;18/09/2024 08:00:00
218462;18/09/2024 08:12:17;18/09/2024 08:12:20;poll_msg;38.3818537;-2.6983975;18/09/2024 08:27:17;;;;18/09/2024 08:00:00
218462;18/09/2024 08:27:17;18/09/2024 08:27:20;poll_msg;38.3818991;-2.6984402;18/09/2024 08:42:17;;;;18/09/2024 08:00:00
218462;18/09/2024 08:42:17;18/09/2024 08:42:20;poll_msg;38.381945;-2.6983402;18/09/2024 08:42:32;;;;18/09/2024 08:00:00
218462;18/09/2024 08:42:32;18/09/2024 08:42:34;poll_msg;38.3819528;-2.6983272;18/09/2024 08:57:12;;;;18/09/2024 08:00:00
218462;18/09/2024 08:57:12;18/09/2024 08:57:14;poll_msg;38.3818959;-2.6984388;18/09/2024 09:12:12;;;;18/09/2024 08:00:00
218960;18/09/2024 08:01:12;18/09/2024 08:01:16;poll_msg;38.3824874;-2.6978113;18/09/2024 08:16:12;;;;18/09/2024 08:00:00
218960;18/09/2024 08:16:12;18/09/2024 08:16:16;poll_msg;38.381936;-2.6983402;18/09/2024 08:31:12;;;;18/09/2024 08:00:00
218960;18/09/2024 08:31:12;18/09/2024 08:31:16;poll_msg;38.381776;-2.6984172;18/09/2024 08:46:12;;;;18/09/2024 08:00:00
218960;18/09/2024 08:46:12;18/09/2024 08:46:16;poll_msg;38.3818252;-2.6982829;18/09/2024 08:54:29;;;;18/09/2024 08:00:00
218960;18/09/2024 08:54:29;18/09/2024 09:01:16;poll_msg;38.3816494;-2.6983228;18/09/2024 09:03:13;;;;18/09/2024 08:00:00
