device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status;hour
229107;07/10/2024 10:29:02;07/10/2024 10:31:15;poll_msg;38.3840637;-2.689772;07/10/2024 10:29:02;fence;sleep;normal;07/10/2024 10:00:00
229107;07/10/2024 10:29:02;07/10/2024 10:46:13;poll_msg;38.3840637;-2.689772;07/10/2024 10:54:07;fence;sleep;normal;07/10/2024 10:00:00
229107;07/10/2024 10:54:07;07/10/2024 11:01:15;poll_msg;38.3841101;-2.689807;07/10/2024 10:54:07;fence;sleep;normal;07/10/2024 10:00:00
229107;07/10/2024 10:54:07;07/10/2024 11:16:15;poll_msg;38.3841101;-2.689807;07/10/2024 11:29:59;fence;sleep;normal;07/10/2024 10:00:00
229111;07/10/2024 10:03:22;07/10/2024 10:12:38;poll_msg;38.3840224;-2.6898399;07/10/2024 10:03:22;fence;sleep;normal;07/10/2024 10:00:00
229111;07/10/2024 10:03:22;07/10/2024 10:27:38;poll_msg;38.3840224;-2.6898399;07/10/2024 10:03:22;fence;sleep;normal;07/10/2024 10:00:00
229111;07/10/2024 10:03:22;07/10/2024 10:28:03;poll_msg;38.3840224;-2.6898399;07/10/2024 10:50:47;fence;sleep;normal;07/10/2024 10:00:00
229111;07/10/2024 10:50:47;07/10/2024 10:57:57;poll_msg;38.3841065;-2.6896132;07/10/2024 11:27:42;fence;sleep;normal;07/10/2024 10:00:00
229116;07/10/2024 10:09:34;07/10/2024 10:14:04;poll_msg;38.3841695;-2.6896149;07/10/2024 10:27:37;fence;sleep;normal;07/10/2024 10:00:00
229116;07/10/2024 10:27:37;07/10/2024 10:29:04;poll_msg;38.3841992;-2.6896835;07/10/2024 10:44:27;fence;sleep;normal;07/10/2024 10:00:00
229116;07/10/2024 10:44:27;07/10/2024 10:44:31;poll_msg;38.3842643;-2.6899951;07/10/2024 10:59:05;fence;normal;normal;07/10/2024 10:00:00
229116;07/10/2024 10:59:05;07/10/2024 10:59:05;poll_msg;38.3842427;-2.6899944;07/10/2024 11:13:57;fence;normal;normal;07/10/2024 10:00:00
229175;07/10/2024 10:30:52;07/10/2024 10:30:52;poll_msg;38.3843441;-2.6900597;07/10/2024 10:36:47;fence;normal;normal;07/10/2024 10:00:00
229175;07/10/2024 10:36:47;07/10/2024 10:45:52;poll_msg;38.3843282;-2.6900485;07/10/2024 10:57:23;fence;sleep;normal;07/10/2024 10:00:00
229175;07/10/2024 10:57:23;07/10/2024 11:00:52;poll_msg;38.3843449;-2.6900549;07/10/2024 11:15:52;fence;sleep;normal;07/10/2024 10:00:00
229181;07/10/2024 10:13:12;07/10/2024 10:13:12;poll_msg;38.3838385;-2.6897567;07/10/2024 10:28:12;fence;normal;normal;07/10/2024 10:00:00
229181;07/10/2024 10:28:12;07/10/2024 10:28:13;poll_msg;38.3842084;-2.689861;07/10/2024 10:43:12;fence;normal;normal;07/10/2024 10:00:00
229181;07/10/2024 10:43:12;07/10/2024 10:43:13;poll_msg;38.3841308;-2.6895665;07/10/2024 10:56:12;fence;normal;normal;07/10/2024 10:00:00
229181;07/10/2024 10:56:12;07/10/2024 10:58:13;poll_msg;38.3841316;-2.6897883;07/10/2024 11:10:22;fence;sleep;normal;07/10/2024 10:00:00
229198;07/10/2024 10:12:27;07/10/2024 10:14:41;poll_msg;38.3843148;-2.6896997;07/10/2024 10:29:37;fence;sleep;normal;07/10/2024 10:00:00
229198;07/10/2024 10:29:37;07/10/2024 10:29:41;poll_msg;38.3842775;-2.6897572;07/10/2024 10:44:42;fence;normal;normal;07/10/2024 10:00:00
229198;07/10/2024 10:44:42;07/10/2024 10:44:42;poll_msg;38.384433;-2.6898901;07/10/2024 10:57:23;fence;normal;normal;07/10/2024 10:00:00
229198;07/10/2024 10:57:23;07/10/2024 10:59:42;poll_msg;38.3844565;-2.6898622;07/10/2024 10:57:23;fence;sleep;normal;07/10/2024 10:00:00
229198;07/10/2024 10:57:23;07/10/2024 11:14:41;poll_msg;38.3844565;-2.6898622;07/10/2024 10:57:23;fence;sleep;normal;07/10/2024 10:00:00
