device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status;day
229107;26/10/2024 00:30:42;26/10/2024 00:31:22;poll_msg;38.381644;-2.6930496;26/10/2024 00:33:47;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 00:33:47;26/10/2024 00:46:22;poll_msg;38.38162;-2.693004;26/10/2024 01:01:17;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 01:01:17;26/10/2024 01:01:21;poll_msg;38.3816498;-2.693067;26/10/2024 01:10:27;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 01:10:27;26/10/2024 01:16:25;poll_msg;38.3817691;-2.6930775;26/10/2024 01:27:22;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 01:27:22;26/10/2024 01:31:22;poll_msg;38.3817566;-2.6934023;26/10/2024 01:38:23;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 01:38:23;26/10/2024 01:46:22;poll_msg;38.381623;-2.6934727;26/10/2024 01:57:02;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 01:57:02;26/10/2024 02:01:22;poll_msg;38.3816061;-2.6932386;26/10/2024 01:57:02;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 01:57:02;26/10/2024 02:16:22;poll_msg;38.3816061;-2.6932386;26/10/2024 01:57:02;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 01:57:02;26/10/2024 02:31:22;poll_msg;38.3816061;-2.6932386;26/10/2024 02:44:27;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 02:44:27;26/10/2024 02:46:22;poll_msg;38.3817514;-2.6931308;26/10/2024 02:44:27;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 02:44:27;26/10/2024 03:01:28;poll_msg;38.3817514;-2.6931308;26/10/2024 03:16:08;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 03:16:08;26/10/2024 03:16:22;poll_msg;38.381708;-2.6931977;26/10/2024 03:31:22;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 03:31:22;26/10/2024 03:31:22;poll_msg;38.3818281;-2.6933334;26/10/2024 03:37:57;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 03:37:57;26/10/2024 03:46:22;poll_msg;38.3814408;-2.6933604;26/10/2024 04:01:17;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 04:01:17;26/10/2024 04:01:21;poll_msg;38.3817272;-2.6932975;26/10/2024 04:13:32;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 04:13:32;26/10/2024 04:16:28;poll_msg;38.381579;-2.6932075;26/10/2024 04:13:32;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 04:13:32;26/10/2024 04:31:22;poll_msg;38.381579;-2.6932075;26/10/2024 04:13:32;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 04:13:32;26/10/2024 04:46:22;poll_msg;38.381579;-2.6932075;26/10/2024 04:13:32;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 04:13:32;26/10/2024 05:01:21;poll_msg;38.381579;-2.6932075;26/10/2024 05:05:27;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 05:05:27;26/10/2024 05:16:22;poll_msg;38.3818616;-2.6932715;26/10/2024 05:05:27;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 05:05:27;26/10/2024 05:31:22;poll_msg;38.3818616;-2.6932715;26/10/2024 05:46:22;fence;sleep;normal;26/10/2024 00:00:00
229107;26/10/2024 05:46:22;26/10/2024 05:46:22;poll_msg;38.3832751;-2.6933218;26/10/2024 06:01:22;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 06:01:22;26/10/2024 06:01:23;poll_msg;38.3858186;-2.6938989;26/10/2024 06:16:22;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 06:16:22;26/10/2024 06:16:23;poll_msg;38.3874242;-2.6928614;26/10/2024 06:16:37;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 06:16:37;26/10/2024 06:16:38;poll_msg;38.3873907;-2.6928081;26/10/2024 06:31:12;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 06:31:12;26/10/2024 06:31:16;poll_msg;38.3892788;-2.6912625;26/10/2024 06:46:12;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 06:46:12;26/10/2024 06:46:15;poll_msg;38.3885027;-2.6927759;26/10/2024 07:01:12;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 07:01:12;26/10/2024 07:01:15;poll_msg;38.3844061;-2.6965876;26/10/2024 07:16:12;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 07:16:12;26/10/2024 07:16:16;poll_msg;38.3799527;-2.6988013;26/10/2024 07:31:17;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 07:31:17;26/10/2024 07:31:18;poll_msg;38.3784339;-2.6996814;26/10/2024 07:46:12;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 07:46:12;26/10/2024 07:46:16;poll_msg;38.3803429;-2.6989852;26/10/2024 08:01:12;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 08:01:12;26/10/2024 08:01:16;poll_msg;38.3787657;-2.6986916;26/10/2024 08:16:12;fence;normal;normal;26/10/2024 00:00:00
229107;26/10/2024 08:16:12;26/10/2024 08:16:16;poll_msg;38.3816602;-2.6975766;26/10/2024 08:46:22;fence;normal;normal;26/10/2024 00:00:00
