device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status;day
229107;05/11/2024 00:11:12;05/11/2024 00:11:16;poll_msg;38.3803289;-2.6928489;05/11/2024 00:22:17;fence;normal;normal;05/11/2024 00:00:00
229107;05/11/2024 00:22:17;05/11/2024 00:26:17;poll_msg;38.380354;-2.6930921;05/11/2024 00:37:07;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 00:37:07;05/11/2024 00:41:17;poll_msg;38.3803759;-2.693341;05/11/2024 00:54:47;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 00:54:47;05/11/2024 00:56:17;poll_msg;38.3803776;-2.6934076;05/11/2024 00:54:47;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 00:54:47;05/11/2024 01:11:43;poll_msg;38.3803776;-2.6934076;05/11/2024 00:54:47;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 00:54:47;05/11/2024 01:26:19;poll_msg;38.3803776;-2.6934076;05/11/2024 00:54:47;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 00:54:47;05/11/2024 01:41:18;poll_msg;38.3803776;-2.6934076;05/11/2024 00:54:47;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 00:54:47;05/11/2024 01:56:18;poll_msg;38.3803776;-2.6934076;05/11/2024 00:54:47;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 00:54:47;05/11/2024 02:11:17;poll_msg;38.3803776;-2.6934076;05/11/2024 02:15:52;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 02:15:52;05/11/2024 02:26:17;poll_msg;38.3804066;-2.6933414;05/11/2024 02:15:52;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 02:15:52;05/11/2024 02:41:17;poll_msg;38.3804066;-2.6933414;05/11/2024 02:15:52;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 02:15:52;05/11/2024 02:56:17;poll_msg;38.3804066;-2.6933414;05/11/2024 02:15:52;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 02:15:52;05/11/2024 03:11:17;poll_msg;38.3804066;-2.6933414;05/11/2024 03:21:07;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 03:21:07;05/11/2024 03:26:17;poll_msg;38.3803871;-2.6934007;05/11/2024 03:28:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 03:28:12;05/11/2024 03:41:17;poll_msg;38.3804261;-2.6933865;05/11/2024 03:28:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 03:28:12;05/11/2024 03:56:17;poll_msg;38.3804261;-2.6933865;05/11/2024 03:28:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 03:28:12;05/11/2024 04:11:18;poll_msg;38.3804261;-2.6933865;05/11/2024 04:22:42;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 04:22:42;05/11/2024 04:26:17;poll_msg;38.3804313;-2.6934069;05/11/2024 04:22:42;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 04:22:42;05/11/2024 04:41:19;poll_msg;38.3804313;-2.6934069;05/11/2024 04:22:42;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 04:22:42;05/11/2024 04:56:17;poll_msg;38.3804313;-2.6934069;05/11/2024 05:02:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 05:02:12;05/11/2024 05:11:18;poll_msg;38.38043;-2.693386;05/11/2024 05:02:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 05:02:12;05/11/2024 05:11:19;poll_msg;38.38043;-2.693386;05/11/2024 05:02:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 05:02:12;05/11/2024 05:26:17;poll_msg;38.38043;-2.693386;05/11/2024 05:02:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 05:02:12;05/11/2024 05:41:17;poll_msg;38.38043;-2.693386;05/11/2024 05:02:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 05:02:12;05/11/2024 05:56:17;poll_msg;38.38043;-2.693386;05/11/2024 05:02:12;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 05:02:12;05/11/2024 06:11:17;poll_msg;38.38043;-2.693386;05/11/2024 06:26:17;fence;sleep;normal;05/11/2024 00:00:00
229107;05/11/2024 06:26:17;05/11/2024 06:26:18;poll_msg;38.380255;-2.6931816;05/11/2024 06:41:17;fence;normal;normal;05/11/2024 00:00:00
229107;05/11/2024 06:41:17;05/11/2024 06:41:18;poll_msg;38.3798059;-2.6918498;05/11/2024 06:41:32;fence;normal;normal;05/11/2024 00:00:00
229107;05/11/2024 06:41:32;05/11/2024 06:41:32;poll_msg;38.3798951;-2.691848;05/11/2024 06:56:12;fence;normal;normal;05/11/2024 00:00:00
229107;05/11/2024 06:56:12;05/11/2024 06:56:12;poll_msg;38.3798789;-2.6914744;05/11/2024 07:11:07;fence;normal;normal;05/11/2024 00:00:00
229107;05/11/2024 07:11:07;05/11/2024 07:11:11;poll_msg;38.3814489;-2.6932232;05/11/2024 07:26:07;fence;normal;normal;05/11/2024 00:00:00
229107;05/11/2024 07:26:07;05/11/2024 07:26:11;poll_msg;38.3803926;-2.6925732;05/11/2024 07:41:07;fence;normal;normal;05/11/2024 00:00:00
