device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status;day
229107;04/10/2024 00:09:57;04/10/2024 00:16:14;poll_msg;38.3842696;-2.6895291;04/10/2024 00:23:32;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 00:23:32;04/10/2024 00:31:14;poll_msg;38.3842829;-2.6894281;04/10/2024 00:44:02;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 00:44:02;04/10/2024 00:46:14;poll_msg;38.3842602;-2.6893949;04/10/2024 01:01:12;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 01:01:12;04/10/2024 01:01:14;poll_msg;38.3843174;-2.6894778;04/10/2024 01:08:17;teach;normal;normal;04/10/2024 00:00:00
229107;04/10/2024 01:08:17;04/10/2024 01:16:14;poll_msg;38.3842924;-2.6895008;04/10/2024 01:30:42;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 01:30:42;04/10/2024 01:31:14;poll_msg;38.3842983;-2.6894925;04/10/2024 01:39:17;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 01:39:17;04/10/2024 01:46:14;poll_msg;38.3843341;-2.6895128;04/10/2024 01:46:42;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 01:46:42;04/10/2024 02:01:14;poll_msg;38.3841892;-2.6895084;04/10/2024 01:46:42;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 01:46:42;04/10/2024 02:16:14;poll_msg;38.3841892;-2.6895084;04/10/2024 01:46:42;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 01:46:42;04/10/2024 02:31:14;poll_msg;38.3841892;-2.6895084;04/10/2024 01:46:42;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 01:46:42;04/10/2024 02:46:14;poll_msg;38.3841892;-2.6895084;04/10/2024 02:55:29;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 02:55:29;04/10/2024 03:01:14;poll_msg;38.384326;-2.6895277;04/10/2024 02:55:29;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 02:55:29;04/10/2024 03:16:14;poll_msg;38.384326;-2.6895277;04/10/2024 03:31:12;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 03:31:12;04/10/2024 03:31:14;poll_msg;38.3841383;-2.6894311;04/10/2024 03:32:17;teach;normal;normal;04/10/2024 00:00:00
229107;04/10/2024 03:32:17;04/10/2024 03:46:14;poll_msg;38.3839969;-2.6895033;04/10/2024 03:58:47;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 03:58:47;04/10/2024 04:01:13;poll_msg;38.3843288;-2.6895273;04/10/2024 04:14:12;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 04:14:12;04/10/2024 04:16:14;poll_msg;38.3843335;-2.6895477;04/10/2024 04:23:37;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 04:23:37;04/10/2024 04:31:14;poll_msg;38.3843693;-2.6895085;04/10/2024 04:36:08;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 04:36:08;04/10/2024 04:36:08;warn_msg;38.3844483;-2.6893736;04/10/2024 04:37:32;unknown;unknown;unknown;04/10/2024 00:00:00
229107;04/10/2024 04:37:32;04/10/2024 04:46:14;poll_msg;38.3843279;-2.6894322;04/10/2024 04:37:32;teach;sleep;normal;04/10/2024 00:00:00
229107;04/10/2024 04:37:32;04/10/2024 05:01:43;poll_msg;38.3843279;-2.6894322;04/10/2024 04:37:32;teach;sleep;normal;04/10/2024 00:00:00
