device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status
218462;05/08/2024 06:40:42;05/08/2024 06:40:41;poll_msg;38.3792089;-2.6767387;05/08/2024 06:46:50;;;
218462;05/08/2024 06:46:50;05/08/2024 06:46:52;poll_msg;38.3836976;-2.6861537;05/08/2024 06:56:11;;;
218462;05/08/2024 06:56:11;05/08/2024 07:01:09;poll_msg;38.3815675;-2.6935781;05/08/2024 07:07:14;;;
218462;05/08/2024 07:07:14;05/08/2024 07:07:20;poll_msg;38.3816146;-2.693542;05/08/2024 07:27:39;;;
218462;05/08/2024 07:27:39;05/08/2024 07:27:39;poll_msg;38.3817311;-2.6934871;05/08/2024 07:27:39;;;
218462;05/08/2024 07:27:39;05/08/2024 07:27:39;poll_msg;38.3817311;-2.6934871;05/08/2024 07:43:12;;;
218462;05/08/2024 07:43:12;05/08/2024 07:43:12;poll_msg;38.3814382;-2.6932933;05/08/2024 07:57:47;;;
218462;05/08/2024 07:57:47;05/08/2024 07:57:47;poll_msg;38.3814954;-2.693335;05/08/2024 08:12:46;;;
218462;05/08/2024 08:12:46;05/08/2024 08:12:46;poll_msg;38.382026;-2.6944138;05/08/2024 08:27:48;;;
218462;05/08/2024 08:27:48;05/08/2024 08:27:48;poll_msg;38.3832934;-2.6974608;05/08/2024 08:42:49;;;
218462;05/08/2024 08:42:49;05/08/2024 08:42:49;poll_msg;38.382656;-2.6978345;05/08/2024 08:42:53;;;
218462;05/08/2024 08:42:53;05/08/2024 08:42:53;poll_msg;38.3826525;-2.6978325;05/08/2024 08:42:53;;;
218462;05/08/2024 08:42:53;05/08/2024 08:42:53;poll_msg;38.3826525;-2.6978325;05/08/2024 08:42:54;;;
218462;05/08/2024 08:42:54;05/08/2024 08:42:54;poll_msg;38.3826483;-2.6978345;05/08/2024 08:43:01;;;
218462;05/08/2024 08:43:01;05/08/2024 08:43:01;warn_msg;38.3826158;-2.6978177;05/08/2024 08:43:12;;;
218462;05/08/2024 08:43:12;05/08/2024 08:43:12;zap_msg;38.3825854;-2.6978136;05/08/2024 08:57:45;;;
218462;05/08/2024 08:57:45;05/08/2024 08:57:45;poll_msg;38.3829207;-2.6977829;05/08/2024 09:12:57;;;
218462;05/08/2024 09:12:57;05/08/2024 09:12:57;poll_msg;38.382889;-2.6978634;05/08/2024 09:27:47;;;
