device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status
229107;05/08/2024 06:30:00;05/08/2024 06:30:00;poll_msg;38.4145622;-2.6794314;05/08/2024 06:30:00;;;
229107;05/08/2024 06:30:00;05/08/2024 06:30:00;poll_msg;38.4145502;-2.6793383;05/08/2024 06:45:00;;;
229107;05/08/2024 06:45:00;05/08/2024 06:45:00;poll_msg;38.3832987;-2.6826653;05/08/2024 06:55:00;;;
229107;05/08/2024 06:55:00;05/08/2024 07:00:00;poll_msg;38.3815555;-2.6935666;05/08/2024 06:55:00;;;
229107;05/08/2024 06:55:00;05/08/2024 07:15:00;poll_msg;38.3815555;-2.6935666;05/08/2024 06:55:00;;;
229107;05/08/2024 06:55:00;05/08/2024 07:30:00;poll_msg;38.3815555;-2.6935666;05/08/2024 07:46:00;;;
229107;05/08/2024 07:46:00;05/08/2024 07:46:00;poll_msg;38.38144;-2.6933101;05/08/2024 08:00:00;;;
229107;05/08/2024 08:00:00;05/08/2024 08:00:00;poll_msg;38.3815929;-2.6932527;05/08/2024 08:15:00;;;
229107;05/08/2024 08:15:00;05/08/2024 08:15:00;poll_msg;38.382739;-2.6948993;05/08/2024 08:30:00;;;
229107;05/08/2024 08:30:00;05/08/2024 08:30:00;poll_msg;38.3831904;-2.6977657;05/08/2024 08:30:00;;;
229107;05/08/2024 08:30:00;05/08/2024 08:30:00;poll_msg;38.3831919;-2.6977647;05/08/2024 08:30:00;;;
229107;05/08/2024 08:30:00;05/08/2024 08:30:00;poll_msg;38.3831919;-2.6977647;05/08/2024 08:30:00;;;
229107;05/08/2024 08:30:00;05/08/2024 08:30:00;poll_msg;38.3831929;-2.6977643;05/08/2024 08:45:00;;;
229107;05/08/2024 08:45:00;05/08/2024 08:45:00;poll_msg;38.3825997;-2.6979583;05/08/2024 08:59:00;;;
229107;05/08/2024 08:59:00;05/08/2024 09:00:00;poll_msg;38.3831013;-2.697867;05/08/2024 09:09:00;;;
229107;05/08/2024 09:09:00;05/08/2024 09:09:00;warn_msg;38.3829162;-2.6977109;05/08/2024 09:10:00;;;
229107;05/08/2024 09:10:00;05/08/2024 09:10:00;zap_msg;38.3829383;-2.6977004;05/08/2024 09:10:00;;;
229107;05/08/2024 09:10:00;05/08/2024 09:10:00;poll_msg;38.3828746;-2.6978367;05/08/2024 09:15:00;;;
229107;05/08/2024 09:15:00;05/08/2024 09:15:00;poll_msg;38.3829588;-2.6980693;05/08/2024 09:30:00;;;
229107;05/08/2024 09:30:00;05/08/2024 09:30:00;poll_msg;38.3831625;-2.6978206;05/08/2024 09:31:00;;;
229107;05/08/2024 09:31:00;05/08/2024 09:31:00;poll_msg;38.383168;-2.6978151;05/08/2024 09:45:00;;;
