device_id;sent_time;received_time;msg_type;lat;lon;end_date;mode;collar_status;fence_status
218390;05/08/2024 06:41:07;05/08/2024 06:41:06;poll_msg;38.3794057;-2.677702;05/08/2024 06:55:48;;;
218390;05/08/2024 06:55:48;05/08/2024 06:59:12;poll_msg;38.3815995;-2.6935183;05/08/2024 06:55:48;;;
218390;05/08/2024 06:55:48;05/08/2024 06:59:13;poll_msg;38.3815995;-2.6935183;05/08/2024 07:29:19;;;
218390;05/08/2024 07:29:19;05/08/2024 07:29:19;poll_msg;38.3814367;-2.693447;05/08/2024 07:44:20;;;
218390;05/08/2024 07:44:20;05/08/2024 07:44:20;poll_msg;38.3814737;-2.6934246;05/08/2024 07:59:18;;;
218390;05/08/2024 07:59:18;05/08/2024 07:59:18;poll_msg;38.3815105;-2.6933464;05/08/2024 08:14:19;;;
218390;05/08/2024 08:14:19;05/08/2024 08:14:19;poll_msg;38.3823815;-2.6945876;05/08/2024 08:44:21;;;
218390;05/08/2024 08:44:21;05/08/2024 08:44:21;poll_msg;38.382207;-2.6980885;05/08/2024 08:44:27;;;
218390;05/08/2024 08:44:27;05/08/2024 08:44:27;poll_msg;38.3823481;-2.6980176;05/08/2024 08:44:27;;;
218390;05/08/2024 08:44:27;05/08/2024 08:44:27;poll_msg;38.3823481;-2.6980176;05/08/2024 08:44:28;;;
218390;05/08/2024 08:44:28;05/08/2024 08:44:28;poll_msg;38.3823622;-2.6979992;05/08/2024 08:44:49;;;
218390;05/08/2024 08:44:49;05/08/2024 08:44:49;warn_msg;38.3825525;-2.6978445;05/08/2024 08:45:03;;;
218390;05/08/2024 08:45:03;05/08/2024 08:45:03;zap_msg;38.3826083;-2.6978121;05/08/2024 08:45:15;;;
218390;05/08/2024 08:45:15;05/08/2024 08:45:15;poll_msg;38.3826379;-2.6979103;05/08/2024 08:54:07;;;
218390;05/08/2024 08:54:07;05/08/2024 08:54:07;warn_msg;38.3830705;-2.6976483;05/08/2024 08:54:17;;;
218390;05/08/2024 08:54:17;05/08/2024 08:54:17;zap_msg;38.3830749;-2.6976256;05/08/2024 08:54:30;;;
218390;05/08/2024 08:54:30;05/08/2024 08:54:30;poll_msg;38.3831646;-2.6976939;05/08/2024 09:14:23;;;
218390;05/08/2024 09:14:23;05/08/2024 09:14:23;poll_msg;38.3831489;-2.6977763;05/08/2024 09:49:47;;;
218390;05/08/2024 09:49:47;05/08/2024 09:59:55;poll_msg;38.3831469;-2.6981289;05/08/2024 10:13:38;;;
218390;05/08/2024 10:13:38;05/08/2024 10:14:20;poll_msg;38.3824659;-2.6984449;05/08/2024 10:27:12;;;
218390;05/08/2024 10:27:12;05/08/2024 10:29:56;poll_msg;38.3822969;-2.6982068;05/08/2024 10:44:15;;;
218390;05/08/2024 10:44:15;05/08/2024 10:44:20;poll_msg;38.3822797;-2.6982259;05/08/2024 10:46:00;;;
