time;device_id;msg_type;position_time;lat;lon
15/09/2024 14:29;229116;poll_msg;15/09/2024 14:26;383831348;-26976604
15/09/2024 14:44;229116;seq_msg;;;
15/09/2024 14:44;229116;poll_msg;15/09/2024 14:26;383831348;-26976604
15/09/2024 14:59;229116;poll_msg;15/09/2024 14:26;383831348;-26976604
15/09/2024 15:14;229116;seq_msg;;;
15/09/2024 15:14;229116;poll_msg;15/09/2024 14:26;383831348;-26976604
15/09/2024 15:29;229116;poll_msg;15/09/2024 14:26;383831348;-26976604
15/09/2024 15:44;229116;seq_msg;;;
15/09/2024 15:44;229116;poll_msg;15/09/2024 15:38;383831929;-26975408
15/09/2024 15:59;229116;poll_msg;15/09/2024 15:38;383831929;-26975408
15/09/2024 16:14;229116;seq_msg;;;
15/09/2024 16:14;229116;poll_msg;15/09/2024 15:38;383831929;-26975408
15/09/2024 16:29;229116;poll_msg;15/09/2024 16:29;383815281;-26989991
15/09/2024 16:44;229116;seq_msg;;;
15/09/2024 16:44;229116;poll_msg;15/09/2024 16:44;383809587;-26992765
15/09/2024 16:59;229116;poll_msg;15/09/2024 16:59;383808941;-26987458
15/09/2024 17:14;229116;seq_msg;;;
15/09/2024 17:14;229116;poll_msg;15/09/2024 17:14;383809422;-26991005
15/09/2024 17:29;229116;poll_msg;15/09/2024 17:29;38381173;-26983262
15/09/2024 17:44;229116;seq_msg;;;
15/09/2024 17:44;229116;poll_msg;15/09/2024 17:44;383822315;-26988631
15/09/2024 17:54;229116;warning_message;15/09/2024 17:54;383823266;-26989615
15/09/2024 17:59;229116;poll_msg;15/09/2024 17:59;38382492;-26985242
15/09/2024 18:14;229116;seq_msg;;;
15/09/2024 18:14;229116;poll_msg;15/09/2024 18:14;383827408;-26981107
15/09/2024 18:29;229116;poll_msg;15/09/2024 18:29;383822253;-26984058
15/09/2024 18:44;229116;seq_msg;;;
15/09/2024 18:44;229116;poll_msg;15/09/2024 18:44;383832326;-26976855
15/09/2024 18:59;229116;poll_msg;15/09/2024 18:59;383832593;-26979994
15/09/2024 19:14;229116;seq_msg;;;
15/09/2024 19:14;229116;poll_msg;15/09/2024 19:10;383831866;-26980223
15/09/2024 19:29;229116;poll_msg;15/09/2024 19:27;383832279;-26978853
15/09/2024 19:44;229116;seq_msg;;;
15/09/2024 19:44;229116;poll_msg;15/09/2024 19:30;383832794;-26978349
15/09/2024 19:59;229116;poll_msg;15/09/2024 19:30;383832794;-26978349
15/09/2024 20:14;229116;seq_msg;;;
15/09/2024 20:14;229116;poll_msg;15/09/2024 20:08;383833688;-26980039
15/09/2024 20:29;229116;poll_msg;15/09/2024 20:19;383833179;-26979454
15/09/2024 20:29;229116;poll_msg;15/09/2024 20:19;383833179;-26979454
15/09/2024 20:44;229116;seq_msg;;;
15/09/2024 20:44;229116;poll_msg;15/09/2024 20:19;383833179;-26979454
15/09/2024 20:59;229116;poll_msg;15/09/2024 20:19;383833179;-26979454
15/09/2024 21:14;229116;seq_msg;;;
15/09/2024 21:14;229116;poll_msg;15/09/2024 21:02;383833179;-26979244
15/09/2024 21:29;229116;poll_msg;15/09/2024 21:18;383833945;-26979911
15/09/2024 21:44;229116;seq_msg;;;
15/09/2024 21:44;229116;poll_msg;15/09/2024 21:18;383833945;-26979911
15/09/2024 21:59;229116;poll_msg;15/09/2024 21:58;383834105;-26979831
15/09/2024 22:14;229116;seq_msg;;;
15/09/2024 22:14;229116;poll_msg;15/09/2024 22:14;383833174;-2697947
15/09/2024 22:29;229116;poll_msg;15/09/2024 22:28;383833955;-26979293
15/09/2024 22:44;229116;seq_msg;;;
15/09/2024 22:44;229116;poll_msg;15/09/2024 22:44;383833059;-26979489
15/09/2024 22:59;229116;poll_msg;15/09/2024 22:59;383829741;-26984928
15/09/2024 23:14;229116;seq_msg;;;
15/09/2024 23:14;229116;poll_msg;15/09/2024 23:14;383828381;-26985829
